Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Total_Deaths,Last_Data_Refresh
Death,2021,Place of Residence,Lassen,50 - 54 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,55 - 59 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,60 - 64 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,65 - 69 years,14,06/10/2021
Death,2021,Place of Residence,Lassen,70 - 74 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,75 - 79 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,80 - 84 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,85 - 89 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,90 - 94 years,<11,06/10/2021
Death,2021,Place of Residence,Lassen,95 - 99 years,0,06/10/2021
Death,2021,Place of Residence,Lassen,100 years and over,0,06/10/2021
Death,2021,Place of Residence,Los Angeles,Less than 1 year,111,06/10/2021
Death,2021,Place of Residence,Los Angeles,1 - 4 years,12,06/10/2021
Death,2021,Place of Residence,Los Angeles,5 - 9 years,<11,06/10/2021
Death,2021,Place of Residence,Los Angeles,10 - 14 years,23,06/10/2021
Death,2021,Place of Residence,Los Angeles,15 - 19 years,92,06/10/2021
Death,2021,Place of Residence,Los Angeles,20 - 24 years,242,06/10/2021
Death,2021,Place of Residence,Los Angeles,25 - 29 years,327,06/10/2021
Death,2021,Place of Residence,Los Angeles,30 - 34 years,428,06/10/2021
Death,2021,Place of Residence,Los Angeles,35 - 39 years,473,06/10/2021
Death,2021,Place of Residence,Los Angeles,40 - 44 years,610,06/10/2021
Death,2021,Place of Residence,Los Angeles,45 - 49 years,904,06/10/2021
Death,2021,Place of Residence,Los Angeles,50 - 54 years,1388,06/10/2021
Death,2021,Place of Residence,Los Angeles,55 - 59 years,2037,06/10/2021
Death,2021,Place of Residence,Los Angeles,60 - 64 years,2831,06/10/2021
Death,2021,Place of Residence,Los Angeles,65 - 69 years,3325,06/10/2021
Death,2021,Place of Residence,Los Angeles,70 - 74 years,3707,06/10/2021
Death,2021,Place of Residence,Los Angeles,75 - 79 years,3674,06/10/2021
Death,2021,Place of Residence,Los Angeles,80 - 84 years,4068,06/10/2021
Death,2021,Place of Residence,Los Angeles,85 - 89 years,4078,06/10/2021
Death,2021,Place of Residence,Los Angeles,90 - 94 years,3450,06/10/2021
Death,2021,Place of Residence,Los Angeles,95 - 99 years,1900,06/10/2021
Death,2021,Place of Residence,Los Angeles,100 years and over,400,06/10/2021
Death,2021,Place of Residence,Madera,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Madera,1 - 4 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Madera,10 - 14 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,15 - 19 years,0,06/10/2021
Death,2021,Place of Residence,Madera,20 - 24 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Madera,45 - 49 years,15,06/10/2021
Death,2021,Place of Residence,Madera,50 - 54 years,22,06/10/2021
Death,2021,Place of Residence,Madera,55 - 59 years,31,06/10/2021
Death,2021,Place of Residence,Madera,60 - 64 years,46,06/10/2021
Death,2021,Place of Residence,Madera,65 - 69 years,54,06/10/2021
Death,2021,Place of Residence,Madera,70 - 74 years,51,06/10/2021
Death,2021,Place of Residence,Madera,75 - 79 years,59,06/10/2021
Death,2021,Place of Residence,Madera,80 - 84 years,62,06/10/2021
Death,2021,Place of Residence,Madera,85 - 89 years,45,06/10/2021
Death,2021,Place of Residence,Madera,90 - 94 years,55,06/10/2021
Death,2021,Place of Residence,Madera,95 - 99 years,13,06/10/2021
Death,2021,Place of Residence,Madera,100 years and over,<11,06/10/2021
Death,2021,Place of Residence,Marin,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Marin,1 - 4 years,0,06/10/2021
Death,2021,Place of Residence,Marin,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Marin,10 - 14 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,20 - 24 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,35 - 39 years,11,06/10/2021
Death,2021,Place of Residence,Marin,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,45 - 49 years,<11,06/10/2021
Death,2021,Place of Residence,Marin,50 - 54 years,16,06/10/2021
Death,2021,Place of Residence,Marin,55 - 59 years,24,06/10/2021
Death,2021,Place of Residence,Marin,60 - 64 years,35,06/10/2021
Death,2021,Place of Residence,Marin,65 - 69 years,55,06/10/2021
Death,2021,Place of Residence,Marin,70 - 74 years,53,06/10/2021
Death,2021,Place of Residence,Marin,75 - 79 years,84,06/10/2021
Death,2021,Place of Residence,Marin,80 - 84 years,114,06/10/2021
Death,2021,Place of Residence,Marin,85 - 89 years,131,06/10/2021
Death,2021,Place of Residence,Marin,90 - 94 years,129,06/10/2021
Death,2021,Place of Residence,Marin,95 - 99 years,74,06/10/2021
Death,2021,Place of Residence,Marin,100 years and over,20,06/10/2021
Death,2021,Place of Residence,Mariposa,Less than 1 year,0,06/10/2021
Death,2021,Place of Residence,Mariposa,1 - 4 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,15 - 19 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,20 - 24 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,25 - 29 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,30 - 34 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,40 - 44 years,0,06/10/2021
Death,2021,Place of Residence,Mariposa,45 - 49 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,50 - 54 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,55 - 59 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,60 - 64 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,65 - 69 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,70 - 74 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,75 - 79 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,80 - 84 years,12,06/10/2021
Death,2021,Place of Residence,Mariposa,85 - 89 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,90 - 94 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,95 - 99 years,<11,06/10/2021
Death,2021,Place of Residence,Mariposa,100 years and over,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,1 - 4 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Mendocino,10 - 14 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,20 - 24 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,45 - 49 years,<11,06/10/2021
Death,2021,Place of Residence,Mendocino,50 - 54 years,15,06/10/2021
Death,2021,Place of Residence,Mendocino,55 - 59 years,21,06/10/2021
Death,2021,Place of Residence,Mendocino,60 - 64 years,35,06/10/2021
Death,2021,Place of Residence,Mendocino,65 - 69 years,40,06/10/2021
Death,2021,Place of Residence,Mendocino,70 - 74 years,37,06/10/2021
Death,2021,Place of Residence,Mendocino,75 - 79 years,43,06/10/2021
Death,2021,Place of Residence,Mendocino,80 - 84 years,34,06/10/2021
Death,2021,Place of Residence,Mendocino,85 - 89 years,41,06/10/2021
Death,2021,Place of Residence,Mendocino,90 - 94 years,38,06/10/2021
Death,2021,Place of Residence,Mendocino,95 - 99 years,20,06/10/2021
Death,2021,Place of Residence,Mendocino,100 years and over,11,06/10/2021
Death,2021,Place of Residence,Merced,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Merced,1 - 4 years,<11,06/10/2021
Death,2021,Place of Residence,Merced,5 - 9 years,<11,06/10/2021
Death,2021,Place of Residence,Merced,10 - 14 years,<11,06/10/2021
Death,2021,Place of Residence,Merced,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Merced,20 - 24 years,11,06/10/2021
Death,2021,Place of Residence,Merced,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Merced,30 - 34 years,18,06/10/2021
Death,2021,Place of Residence,Merced,35 - 39 years,18,06/10/2021
Death,2021,Place of Residence,Merced,40 - 44 years,12,06/10/2021
Death,2021,Place of Residence,Merced,45 - 49 years,20,06/10/2021
Death,2021,Place of Residence,Merced,50 - 54 years,39,06/10/2021
Death,2021,Place of Residence,Merced,55 - 59 years,59,06/10/2021
Death,2021,Place of Residence,Merced,60 - 64 years,73,06/10/2021
Death,2021,Place of Residence,Merced,65 - 69 years,83,06/10/2021
Death,2021,Place of Residence,Merced,70 - 74 years,89,06/10/2021
Death,2021,Place of Residence,Merced,75 - 79 years,93,06/10/2021
Death,2021,Place of Residence,Merced,80 - 84 years,98,06/10/2021
Death,2021,Place of Residence,Merced,85 - 89 years,91,06/10/2021
Death,2021,Place of Residence,Merced,90 - 94 years,58,06/10/2021
Death,2021,Place of Residence,Merced,95 - 99 years,16,06/10/2021
Death,2021,Place of Residence,Merced,100 years and over,<11,06/10/2021
Death,2021,Place of Residence,Modoc,Less than 1 year,0,06/10/2021
Death,2021,Place of Residence,Modoc,1 - 4 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,15 - 19 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,20 - 24 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,25 - 29 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,45 - 49 years,0,06/10/2021
Death,2021,Place of Residence,Modoc,50 - 54 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,55 - 59 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,60 - 64 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,65 - 69 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,70 - 74 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,75 - 79 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,80 - 84 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,85 - 89 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,90 - 94 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,95 - 99 years,<11,06/10/2021
Death,2021,Place of Residence,Modoc,100 years and over,<11,06/10/2021
Death,2021,Place of Residence,Mono,Less than 1 year,0,06/10/2021
Death,2021,Place of Residence,Mono,1 - 4 years,0,06/10/2021
Death,2021,Place of Residence,Mono,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Mono,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Mono,15 - 19 years,0,06/10/2021
Death,2021,Place of Residence,Mono,20 - 24 years,0,06/10/2021
Death,2021,Place of Residence,Mono,25 - 29 years,0,06/10/2021
Death,2021,Place of Residence,Mono,30 - 34 years,0,06/10/2021
Death,2021,Place of Residence,Mono,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,45 - 49 years,0,06/10/2021
Death,2021,Place of Residence,Mono,50 - 54 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,55 - 59 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,60 - 64 years,0,06/10/2021
Death,2021,Place of Residence,Mono,65 - 69 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,70 - 74 years,0,06/10/2021
Death,2021,Place of Residence,Mono,75 - 79 years,0,06/10/2021
Death,2021,Place of Residence,Mono,80 - 84 years,0,06/10/2021
Death,2021,Place of Residence,Mono,85 - 89 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,90 - 94 years,<11,06/10/2021
Death,2021,Place of Residence,Mono,95 - 99 years,0,06/10/2021
Death,2021,Place of Residence,Mono,100 years and over,0,06/10/2021
Death,2021,Place of Residence,Monterey,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Monterey,1 - 4 years,<11,06/10/2021
Death,2021,Place of Residence,Monterey,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Monterey,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Monterey,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Monterey,20 - 24 years,<11,06/10/2021
Death,2021,Place of Residence,Monterey,25 - 29 years,16,06/10/2021
Death,2021,Place of Residence,Monterey,30 - 34 years,18,06/10/2021
Death,2021,Place of Residence,Monterey,35 - 39 years,16,06/10/2021
Death,2021,Place of Residence,Monterey,40 - 44 years,23,06/10/2021
Death,2021,Place of Residence,Monterey,45 - 49 years,32,06/10/2021
Death,2021,Place of Residence,Monterey,50 - 54 years,50,06/10/2021
Death,2021,Place of Residence,Monterey,55 - 59 years,72,06/10/2021
Death,2021,Place of Residence,Monterey,60 - 64 years,92,06/10/2021
Death,2021,Place of Residence,Monterey,65 - 69 years,103,06/10/2021
Death,2021,Place of Residence,Monterey,70 - 74 years,130,06/10/2021
Death,2021,Place of Residence,Monterey,75 - 79 years,124,06/10/2021
Death,2021,Place of Residence,Monterey,80 - 84 years,136,06/10/2021
Death,2021,Place of Residence,Monterey,85 - 89 years,157,06/10/2021
Death,2021,Place of Residence,Monterey,90 - 94 years,160,06/10/2021
Death,2021,Place of Residence,Monterey,95 - 99 years,77,06/10/2021
Death,2021,Place of Residence,Monterey,100 years and over,29,06/10/2021
Death,2021,Place of Residence,Napa,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Napa,1 - 4 years,0,06/10/2021
Death,2021,Place of Residence,Napa,5 - 9 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Napa,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,20 - 24 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,45 - 49 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,50 - 54 years,<11,06/10/2021
Death,2021,Place of Residence,Napa,55 - 59 years,20,06/10/2021
Death,2021,Place of Residence,Napa,60 - 64 years,25,06/10/2021
Death,2021,Place of Residence,Napa,65 - 69 years,45,06/10/2021
Death,2021,Place of Residence,Napa,70 - 74 years,46,06/10/2021
Death,2021,Place of Residence,Napa,75 - 79 years,59,06/10/2021
Death,2021,Place of Residence,Napa,80 - 84 years,52,06/10/2021
Death,2021,Place of Residence,Napa,85 - 89 years,66,06/10/2021
Death,2021,Place of Residence,Napa,90 - 94 years,73,06/10/2021
Death,2021,Place of Residence,Napa,95 - 99 years,37,06/10/2021
Death,2021,Place of Residence,Napa,100 years and over,<11,06/10/2021
Death,2021,Place of Residence,Nevada,Less than 1 year,0,06/10/2021
Death,2021,Place of Residence,Nevada,1 - 4 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Nevada,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Nevada,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,20 - 24 years,0,06/10/2021
Death,2021,Place of Residence,Nevada,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,35 - 39 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,45 - 49 years,<11,06/10/2021
Death,2021,Place of Residence,Nevada,50 - 54 years,14,06/10/2021
Death,2021,Place of Residence,Nevada,55 - 59 years,12,06/10/2021
Death,2021,Place of Residence,Nevada,60 - 64 years,18,06/10/2021
Death,2021,Place of Residence,Nevada,65 - 69 years,40,06/10/2021
Death,2021,Place of Residence,Nevada,70 - 74 years,50,06/10/2021
Death,2021,Place of Residence,Nevada,75 - 79 years,40,06/10/2021
Death,2021,Place of Residence,Nevada,80 - 84 years,44,06/10/2021
Death,2021,Place of Residence,Nevada,85 - 89 years,61,06/10/2021
Death,2021,Place of Residence,Nevada,90 - 94 years,58,06/10/2021
Death,2021,Place of Residence,Nevada,95 - 99 years,20,06/10/2021
Death,2021,Place of Residence,Nevada,100 years and over,<11,06/10/2021
Death,2021,Place of Residence,Orange,Less than 1 year,41,06/10/2021
Death,2021,Place of Residence,Orange,1 - 4 years,<11,06/10/2021
Death,2021,Place of Residence,Orange,5 - 9 years,<11,06/10/2021
Death,2021,Place of Residence,Orange,10 - 14 years,<11,06/10/2021
Death,2021,Place of Residence,Orange,15 - 19 years,27,06/10/2021
Death,2021,Place of Residence,Orange,20 - 24 years,65,06/10/2021
Death,2021,Place of Residence,Orange,25 - 29 years,85,06/10/2021
Death,2021,Place of Residence,Orange,30 - 34 years,105,06/10/2021
Death,2021,Place of Residence,Orange,35 - 39 years,138,06/10/2021
Death,2021,Place of Residence,Orange,40 - 44 years,147,06/10/2021
Death,2021,Place of Residence,Orange,45 - 49 years,191,06/10/2021
Death,2021,Place of Residence,Orange,50 - 54 years,349,06/10/2021
Death,2021,Place of Residence,Orange,55 - 59 years,478,06/10/2021
Death,2021,Place of Residence,Orange,60 - 64 years,745,06/10/2021
Death,2021,Place of Residence,Orange,65 - 69 years,769,06/10/2021
Death,2021,Place of Residence,Orange,70 - 74 years,992,06/10/2021
Death,2021,Place of Residence,Orange,75 - 79 years,1111,06/10/2021
Death,2021,Place of Residence,Orange,80 - 84 years,1304,06/10/2021
Death,2021,Place of Residence,Orange,85 - 89 years,1460,06/10/2021
Death,2021,Place of Residence,Orange,90 - 94 years,1251,06/10/2021
Death,2021,Place of Residence,Orange,95 - 99 years,600,06/10/2021
Death,2021,Place of Residence,Orange,100 years and over,123,06/10/2021
Death,2021,Place of Residence,Placer,Less than 1 year,<11,06/10/2021
Death,2021,Place of Residence,Placer,1 - 4 years,0,06/10/2021
Death,2021,Place of Residence,Placer,5 - 9 years,0,06/10/2021
Death,2021,Place of Residence,Placer,10 - 14 years,0,06/10/2021
Death,2021,Place of Residence,Placer,15 - 19 years,<11,06/10/2021
Death,2021,Place of Residence,Placer,20 - 24 years,<11,06/10/2021
Death,2021,Place of Residence,Placer,25 - 29 years,<11,06/10/2021
Death,2021,Place of Residence,Placer,30 - 34 years,<11,06/10/2021
Death,2021,Place of Residence,Placer,35 - 39 years,12,06/10/2021
Death,2021,Place of Residence,Placer,40 - 44 years,<11,06/10/2021
Death,2021,Place of Residence,Placer,45 - 49 years,16,06/10/2021
Death,2021,Place of Residence,Placer,50 - 54 years,27,06/10/2021
Death,2021,Place of Residence,Placer,55 - 59 years,45,06/10/2021
Death,2021,Place of Residence,Placer,60 - 64 years,73,06/10/2021
Death,2021,Place of Residence,Placer,65 - 69 years,90,06/10/2021
Death,2021,Place of Residence,Placer,70 - 74 years,132,06/10/2021
Death,2021,Place of Residence,Placer,75 - 79 years,143,06/10/2021
Death,2021,Place of Residence,Placer,80 - 84 years,196,06/10/2021
Death,2021,Place of Residence,Placer,85 - 89 years,198,06/10/2021
Death,2021,Place of Residence,Placer,90 - 94 years,200,06/10/2021
